===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MyStrategy,len,datetime,Broker,len,cash,value,Trades - Net Profit/Loss,len,pnlplus,pnlminus,BuySell,len,buy,sell,DrawDown,len,drawdown,maxdrawdown,Value,len,value,TimeReturn,len,timereturn
166,,166,2021-08-20 00:00:00,682.849976,692.130005,673.700012,680.26001,14781800.0,0.0,MyStrategy,166,738022.0,Broker,166,10491.420170000005,9811.160160000005,Trades - Net Profit/Loss,166,,,BuySell,166,,,DrawDown,166,2.3844799457916257,2.488451681989708,Value,166,9811.160160000005,TimeReturn,166,-0.0006915943615899423
167,,167,2021-08-23 00:00:00,685.440002,712.130005,680.75,706.299988,20264900.0,0.0,MyStrategy,167,738025.0,Broker,167,10491.420170000005,9785.120182000004,Trades - Net Profit/Loss,167,,,BuySell,167,,,DrawDown,167,2.6435630667698704,2.6435630667698704,Value,167,9785.120182000004,TimeReturn,167,-0.0026541181241913625
168,,168,2021-08-24 00:00:00,710.679993,715.219971,702.640015,708.48999,13083100.0,0.0,MyStrategy,168,738026.0,Broker,168,9070.060184000005,9778.550174000005,Trades - Net Profit/Loss,168,,-32.46997099999999,BuySell,168,710.679993,,DrawDown,168,2.708930947552706,2.708930947552706,Value,168,9778.550174000005,TimeReturn,168,-0.0006714284421447392
169,,169,2021-08-25 00:00:00,707.030029,716.969971,704.0,711.200012,12645600.0,0.0,MyStrategy,169,738027.0,Broker,169,9070.060184000005,9781.260196000005,Trades - Net Profit/Loss,169,,,BuySell,169,,,DrawDown,169,2.681967754354943,2.708930947552706,Value,169,9781.260196000005,TimeReturn,169,0.0002771394482594669
170,,170,2021-08-26 00:00:00,708.309998,715.400024,697.619995,701.159973,13214300.0,0.0,MyStrategy,170,738028.0,Broker,170,9070.060184000005,9771.220157000005,Trades - Net Profit/Loss,170,,,BuySell,170,,,DrawDown,170,2.781860490011751,2.781860490011751,Value,170,9771.220157000005,TimeReturn,170,-0.0010264565913608026
171,,171,2021-08-27 00:00:00,705.0,715.0,702.099976,711.919983,13762100.0,0.0,MyStrategy,171,738029.0,Broker,171,9070.060184000005,9781.980167000005,Trades - Net Profit/Loss,171,,,BuySell,171,,,DrawDown,171,2.6748044482379436,2.781860490011751,Value,171,9781.980167000005,TimeReturn,171,0.001101194101362113
172,,172,2021-08-30 00:00:00,714.719971,731.0,712.72998,730.909973,18604200.0,0.0,MyStrategy,172,738032.0,Broker,172,9070.060184000005,9800.970157000005,Trades - Net Profit/Loss,172,,,BuySell,172,,,DrawDown,172,2.485864738820926,2.781860490011751,Value,172,9800.970157000005,TimeReturn,172,0.0019413237070406986
173,,173,2021-08-31 00:00:00,733.0,740.390015,726.440002,735.719971,20855400.0,0.0,MyStrategy,173,738033.0,Broker,173,9070.060184000005,9805.780155000006,Trades - Net Profit/Loss,173,,,BuySell,173,,,DrawDown,173,2.4380079666785206,2.781860490011751,Value,173,9805.780155000006,TimeReturn,173,0.0004907675386160992
174,,174,2021-09-01 00:00:00,734.080017,741.98999,731.27002,734.090027,13204300.0,0.0,MyStrategy,174,738034.0,Broker,174,9070.060184000005,9804.150211000006,Trades - Net Profit/Loss,174,,,BuySell,174,,,DrawDown,174,2.454224991844203,2.781860490011751,Value,174,9804.150211000006,TimeReturn,174,-0.00016622277618261183
175,,175,2021-09-02 00:00:00,734.5,740.969971,730.539978,732.390015,12777300.0,0.0,MyStrategy,175,738035.0,Broker,175,9070.060184000005,9802.450199000006,Trades - Net Profit/Loss,175,,,BuySell,175,,,DrawDown,175,2.4711391541626306,2.781860490011751,Value,175,9802.450199000006,TimeReturn,175,-0.0001733971801137768
176,,176,2021-09-03 00:00:00,732.25,734.0,724.200012,733.570007,15246100.0,0.0,MyStrategy,176,738036.0,Broker,176,9070.060184000005,9803.630191000006,Trades - Net Profit/Loss,176,,,BuySell,176,,,DrawDown,176,2.459398898080648,2.781860490011751,Value,176,9803.630191000006,TimeReturn,176,0.00012037725018188006
177,,177,2021-09-07 00:00:00,740.0,760.200012,739.26001,752.919983,20039800.0,0.0,MyStrategy,177,738040.0,Broker,177,9070.060184000005,9822.980167000005,Trades - Net Profit/Loss,177,,,BuySell,177,,,DrawDown,177,2.2668775306304196,2.781860490011751,Value,177,9822.980167000005,TimeReturn,177,0.001973756213057065
178,,178,2021-09-08 00:00:00,761.580017,764.450012,740.77002,753.869995,18793000.0,0.0,MyStrategy,178,738041.0,Broker,178,9070.060184000005,9823.930179000006,Trades - Net Profit/Loss,178,,,BuySell,178,,,DrawDown,178,2.257425446073087,2.781860490011751,Value,178,9823.930179000006,TimeReturn,178,9.671321572990443e-05
179,,179,2021-09-09 00:00:00,753.409973,762.099976,751.630005,754.859985,14077700.0,0.0,MyStrategy,179,738042.0,Broker,179,9070.060184000005,9824.920169000005,Trades - Net Profit/Loss,179,,,BuySell,179,,,DrawDown,179,2.2475756029228053,2.781860490011751,Value,179,9824.920169000005,TimeReturn,179,0.00010077331393443245
180,,180,2021-09-10 00:00:00,759.599976,762.609985,734.52002,736.27002,15114300.0,0.0,MyStrategy,180,738043.0,Broker,180,9070.060184000005,9806.330204000005,Trades - Net Profit/Loss,180,,,BuySell,180,,,DrawDown,180,2.4325352887979625,2.781860490011751,Value,180,9806.330204000005,TimeReturn,180,-0.0018921237710057826
181,,181,2021-09-13 00:00:00,740.210022,744.780029,708.849976,743.0,22952500.0,0.0,MyStrategy,181,738046.0,Broker,181,9070.060184000005,9813.060184000005,Trades - Net Profit/Loss,181,,,BuySell,181,,,DrawDown,181,2.365575776676979,2.781860490011751,Value,181,9813.060184000005,TimeReturn,181,0.0006862893518775337
182,,182,2021-09-14 00:00:00,742.570007,754.469971,736.400024,744.48999,18524900.0,0.0,MyStrategy,182,738047.0,Broker,182,10555.200198000006,9810.710208000006,Trades - Net Profit/Loss,182,31.890014000000065,,BuySell,182,,742.570007,DrawDown,182,2.3889567148753073,2.781860490011751,Value,182,9810.710208000006,TimeReturn,182,-0.00023947432869420027
183,,183,2021-09-15 00:00:00,745.0,756.859985,738.359985,755.830017,15357700.0,0.0,MyStrategy,183,738048.0,Broker,183,10555.200198000006,9799.370181000006,Trades - Net Profit/Loss,183,,,BuySell,183,,,DrawDown,183,2.501783599258141,2.781860490011751,Value,183,9799.370181000006,TimeReturn,183,-0.0011558823734038048
184,,184,2021-09-16 00:00:00,752.830017,758.909973,747.609985,756.98999,13923400.0,0.0,MyStrategy,184,738049.0,Broker,184,10555.200198000006,9798.210208000006,Trades - Net Profit/Loss,184,,,BuySell,184,,,DrawDown,184,2.513324677560528,2.781860490011751,Value,184,9798.210208000006,TimeReturn,184,-0.000118372199291783
185,,185,2021-09-17 00:00:00,757.150024,761.039978,750.0,759.48999,28204200.0,0.0,MyStrategy,185,738050.0,Broker,185,9040.900150000005,9800.390140000005,Trades - Net Profit/Loss,185,,-14.580016999999998,BuySell,185,757.150024,,DrawDown,185,2.491635581429952,2.781860490011751,Value,185,9800.390140000005,TimeReturn,185,0.0002224826732355467
186,,186,2021-09-20 00:00:00,734.559998,742.0,718.619995,730.169983,24757700.0,0.0,MyStrategy,186,738053.0,Broker,186,9040.900150000005,9771.070133000005,Trades - Net Profit/Loss,186,,,BuySell,186,,,DrawDown,186,2.783353144350467,2.783353144350467,Value,186,9771.070133000005,TimeReturn,186,-0.002991718348061667
187,,187,2021-09-21 00:00:00,734.789978,744.73999,730.440002,739.380005,16330700.0,0.0,MyStrategy,187,738054.0,Broker,187,9040.900150000005,9780.280155000004,Trades - Net Profit/Loss,187,,,BuySell,187,,,DrawDown,187,2.6917186105563893,2.783353144350467,Value,187,9780.280155000004,TimeReturn,187,0.0009425806871341535
188,,188,2021-09-22 00:00:00,743.530029,753.669983,739.119995,751.940002,15126300.0,0.0,MyStrategy,188,738055.0,Broker,188,10527.960208000004,9776.020206000005,Trades - Net Profit/Loss,188,,-13.619995000000017,BuySell,188,,743.530029,DrawDown,188,2.7341027048182176,2.783353144350467,Value,188,9776.020206000005,TimeReturn,188,-0.0004355651302914154
189,,189,2021-09-23 00:00:00,755.0,758.200012,747.919983,753.640015,11947500.0,0.0,MyStrategy,189,738056.0,Broker,189,10527.960208000004,9774.320193000003,Trades - Net Profit/Loss,189,,,BuySell,189,,,DrawDown,189,2.7510168770861037,2.783353144350467,Value,189,9774.320193000003,TimeReturn,189,-0.0001738962240440678
190,,190,2021-09-24 00:00:00,745.890015,774.799988,744.559998,774.390015,21373000.0,0.0,MyStrategy,190,738057.0,Broker,190,9036.180178000002,9810.570193000003,Trades - Net Profit/Loss,190,,-2.3599859999999353,BuySell,190,745.890015,,DrawDown,190,2.3903497852989637,2.783353144350467,Value,190,9810.570193000003,TimeReturn,190,0.003708697820842932
191,,191,2021-09-27 00:00:00,773.119995,799.0,769.309998,791.359985,28070700.0,0.0,MyStrategy,191,738060.0,Broker,191,9036.180178000002,9827.540163000001,Trades - Net Profit/Loss,191,,,BuySell,191,,,DrawDown,191,2.221508137640636,2.783353144350467,Value,191,9827.540163000001,TimeReturn,191,0.0017297638838675855
192,,192,2021-09-28 00:00:00,787.200012,795.640015,766.179993,777.559998,25381400.0,0.0,MyStrategy,192,738061.0,Broker,192,9036.180178000002,9813.740176000003,Trades - Net Profit/Loss,192,,,BuySell,192,,,DrawDown,192,2.3588102391024233,2.783353144350467,Value,192,9813.740176000003,TimeReturn,192,-0.0014042157824960544
193,,193,2021-09-29 00:00:00,779.799988,793.5,770.679993,781.309998,20942900.0,0.0,MyStrategy,193,738062.0,Broker,193,9036.180178000002,9817.490176000003,Trades - Net Profit/Loss,193,,,BuySell,193,,,DrawDown,193,2.321499850296857,2.783353144350467,Value,193,9817.490176000003,TimeReturn,193,0.0003821173102962483
194,,194,2021-09-30 00:00:00,781.0,789.130005,775.0,775.47998,17956000.0,0.0,MyStrategy,194,738063.0,Broker,194,9036.180178000002,9811.660158000002,Trades - Net Profit/Loss,194,,,BuySell,194,,,DrawDown,194,2.3795052471831157,2.783353144350467,Value,194,9811.660158000002,TimeReturn,194,-0.0005938399627078983
195,,195,2021-10-01 00:00:00,778.400024,780.780029,763.590027,775.219971,17031400.0,0.0,MyStrategy,195,738064.0,Broker,195,9036.180178000002,9811.400149000003,Trades - Net Profit/Loss,195,,,BuySell,195,,,DrawDown,195,2.382092190351898,2.783353144350467,Value,195,9811.400149000003,TimeReturn,195,-2.6500000592455386e-05
196,,196,2021-10-04 00:00:00,796.5,806.969971,776.119995,781.530029,30483300.0,0.0,MyStrategy,196,738067.0,Broker,196,9036.180178000002,9817.710207000002,Trades - Net Profit/Loss,196,,,BuySell,196,,,DrawDown,196,2.3193106657210603,2.783353144350467,Value,196,9817.710207000002,TimeReturn,196,0.000643135322601518
197,,197,2021-10-05 00:00:00,784.799988,797.309998,774.200012,780.590027,18432600.0,0.0,MyStrategy,197,738068.0,Broker,197,10605.780154000004,9825.190127000003,Trades - Net Profit/Loss,197,38.909973000000036,,BuySell,197,,784.799988,DrawDown,197,2.24488967280517,2.783353144350467,Value,197,9825.190127000003,TimeReturn,197,0.000761880300222062
198,,198,2021-10-06 00:00:00,776.200012,786.659973,773.219971,782.75,14632800.0,0.0,MyStrategy,198,738069.0,Broker,198,10605.780154000004,9823.030154000004,Trades - Net Profit/Loss,198,,,BuySell,198,,,DrawDown,198,2.2663801881223744,2.783353144350467,Value,198,9823.030154000004,TimeReturn,198,-0.00021984032594590808
199,,199,2021-10-07 00:00:00,785.460022,805.0,783.380005,793.609985,19195800.0,0.0,MyStrategy,199,738070.0,Broker,199,10605.780154000004,9812.170169000005,Trades - Net Profit/Loss,199,,,BuySell,199,,,DrawDown,199,2.3744309248617306,2.783353144350467,Value,199,9812.170169000005,TimeReturn,199,-0.0011055636427601545
200,,200,2021-10-08 00:00:00,796.210022,796.380005,780.909973,785.48999,16711100.0,0.0,MyStrategy,200,738071.0,Broker,200,10605.780154000004,9820.290164000004,Trades - Net Profit/Loss,200,,,BuySell,200,,,DrawDown,200,2.293641546048605,2.783353144350467,Value,200,9820.290164000004,TimeReturn,200,0.0008275432305131503
201,,201,2021-10-11 00:00:00,787.650024,801.23999,785.5,791.940002,14200300.0,0.0,MyStrategy,201,738074.0,Broker,201,10605.780154000004,9813.840152000004,Trades - Net Profit/Loss,201,,,BuySell,201,,,DrawDown,201,2.3578155341874165,2.783353144350467,Value,201,9813.840152000004,TimeReturn,201,-0.000656804625146834
202,,202,2021-10-12 00:00:00,800.929993,812.320007,796.570007,805.719971,22020000.0,0.0,MyStrategy,202,738075.0,Broker,202,10605.780154000004,9800.060183000003,Trades - Net Profit/Loss,202,,,BuySell,202,,,DrawDown,202,2.4949184678190672,2.783353144350467,Value,202,9800.060183000003,TimeReturn,202,-0.001404136279638979
203,,203,2021-10-13 00:00:00,810.469971,815.409973,805.780029,811.080017,14120100.0,0.0,MyStrategy,203,738076.0,Broker,203,8984.840212000003,9795.920229000003,Trades - Net Profit/Loss,203,,-25.669983000000002,BuySell,203,810.469971,,DrawDown,203,2.5361086793863117,2.783353144350467,Value,203,9795.920229000003,TimeReturn,203,-0.0004224416914481166
204,,204,2021-10-14 00:00:00,815.48999,820.25,813.349976,818.320007,12247200.0,0.0,MyStrategy,204,738077.0,Broker,204,8984.840212000003,9803.160219000003,Trades - Net Profit/Loss,204,,,BuySell,204,,,DrawDown,204,2.4640748548934015,2.783353144350467,Value,204,9803.160219000003,TimeReturn,204,0.0007390821720421048
205,,205,2021-10-15 00:00:00,823.73999,843.210022,822.349976,843.030029,18818000.0,0.0,MyStrategy,205,738078.0,Broker,205,8984.840212000003,9827.870241000002,Trades - Net Profit/Loss,205,,,BuySell,205,,,DrawDown,205,2.21822404736965,2.783353144350467,Value,205,9827.870241000002,TimeReturn,205,0.0025206179892998115
206,,206,2021-10-18 00:00:00,851.789978,875.26001,851.469971,870.109985,24207200.0,0.0,MyStrategy,206,738081.0,Broker,206,8984.840212000003,9854.950197000002,Trades - Net Profit/Loss,206,,,BuySell,206,,,DrawDown,206,1.9487937307836207,2.783353144350467,Value,206,9854.950197000002,TimeReturn,206,0.002755424658236416
207,,207,2021-10-19 00:00:00,877.530029,877.950012,862.51001,864.27002,17381100.0,0.0,MyStrategy,207,738082.0,Broker,207,8984.840212000003,9849.110232000003,Trades - Net Profit/Loss,207,,,BuySell,207,,,DrawDown,207,2.0068980947198525,2.783353144350467,Value,207,9849.110232000003,TimeReturn,207,-0.000592592035805195
208,,208,2021-10-20 00:00:00,865.349976,869.48999,857.380005,865.799988,14032100.0,0.0,MyStrategy,208,738083.0,Broker,208,8984.840212000003,9850.640200000003,Trades - Net Profit/Loss,208,,,BuySell,208,,,DrawDown,208,1.9916757744691587,2.783353144350467,Value,208,9850.640200000003,TimeReturn,208,0.00015534073271195048
209,,209,2021-10-21 00:00:00,856.0,900.0,855.5,894.0,31481500.0,0.0,MyStrategy,209,738084.0,Broker,209,8984.840212000003,9878.840212000003,Trades - Net Profit/Loss,209,,,BuySell,209,,,DrawDown,209,1.711101531258063,2.783353144350467,Value,209,9878.840212000003,TimeReturn,209,0.0028627593158867537
210,,210,2021-10-22 00:00:00,895.5,910.0,890.960022,909.679993,22880800.0,0.0,MyStrategy,210,738085.0,Broker,210,8984.840212000003,9894.520205000003,Trades - Net Profit/Loss,210,,,BuySell,210,,,DrawDown,210,1.555094428511784,2.783353144350467,Value,210,9894.520205000003,TimeReturn,210,0.001587230146809393
211,,211,2021-10-25 00:00:00,950.530029,1045.02002,944.200012,1024.859985,62852100.0,0.0,MyStrategy,211,738088.0,Broker,211,8984.840212000003,10009.700197000002,Trades - Net Profit/Loss,211,,,BuySell,211,,,DrawDown,211,0.4091183527405883,2.783353144350467,Value,211,10009.700197000002,TimeReturn,211,0.01164078597179441
212,,212,2021-10-26 00:00:00,1024.689941,1094.939941,1001.440002,1018.429993,62415000.0,0.0,MyStrategy,212,738089.0,Broker,212,8984.840212000003,10003.270205000003,Trades - Net Profit/Loss,212,,,BuySell,212,,,DrawDown,212,0.47309315315036377,2.783353144350467,Value,212,10003.270205000003,TimeReturn,212,-0.0006423760825450264
213,,213,2021-10-27 00:00:00,1039.660034,1070.880005,1030.780029,1037.859985,38526500.0,0.0,MyStrategy,213,738090.0,Broker,213,8984.840212000003,10022.700197000002,Trades - Net Profit/Loss,213,,,BuySell,213,,,DrawDown,213,0.27977567154795874,2.783353144350467,Value,213,10022.700197000002,TimeReturn,213,0.0019423640071511983
214,,214,2021-10-28 00:00:00,1068.310059,1081.0,1054.199951,1077.040039,27213200.0,0.0,MyStrategy,214,738091.0,Broker,214,8984.840212000003,10061.880251000002,Trades - Net Profit/Loss,214,,,BuySell,214,,,DrawDown,214,0.0,2.783353144350467,Value,214,10061.880251000002,TimeReturn,214,0.003909131594271198
215,,215,2021-10-29 00:00:00,1081.859985,1115.209961,1073.209961,1114.0,29918400.0,0.0,MyStrategy,215,738092.0,Broker,215,8984.840212000003,10098.840212000003,Trades - Net Profit/Loss,215,,,BuySell,215,,,DrawDown,215,0.0,2.783353144350467,Value,215,10098.840212000003,TimeReturn,215,0.0036732658387905737
216,,216,2021-11-01 00:00:00,1145.0,1209.75,1118.660034,1208.589966,56048700.0,0.0,MyStrategy,216,738095.0,Broker,216,8984.840212000003,10193.430178000002,Trades - Net Profit/Loss,216,,,BuySell,216,,,DrawDown,216,0.0,2.783353144350467,Value,216,10193.430178000002,TimeReturn,216,0.009366418718815162
217,,217,2021-11-02 00:00:00,1159.359985,1208.589966,1146.0,1172.0,42737800.0,0.0,MyStrategy,217,738096.0,Broker,217,8984.840212000003,10156.840212000003,Trades - Net Profit/Loss,217,,,BuySell,217,,,DrawDown,217,0.3589563607250672,2.783353144350467,Value,217,10156.840212000003,TimeReturn,217,-0.003589563607250712
218,,218,2021-11-03 00:00:00,1177.329956,1215.390015,1152.619995,1213.859985,34628500.0,0.0,MyStrategy,218,738097.0,Broker,218,8984.840212000003,10198.700197000002,Trades - Net Profit/Loss,218,,,BuySell,218,,,DrawDown,218,0.0,2.783353144350467,Value,218,10198.700197000002,TimeReturn,218,0.004121359017791981
219,,219,2021-11-04 00:00:00,1234.410034,1243.48999,1217.0,1229.910034,25397400.0,0.0,MyStrategy,219,738098.0,Broker,219,8984.840212000003,10214.750246000003,Trades - Net Profit/Loss,219,,,BuySell,219,,,DrawDown,219,0.0,2.783353144350467,Value,219,10214.750246000003,TimeReturn,219,0.001573734759329648
220,,220,2021-11-05 00:00:00,1228.0,1239.869995,1208.0,1222.089966,21579900.0,0.0,MyStrategy,220,738099.0,Broker,220,8984.840212000003,10206.930178000002,Trades - Net Profit/Loss,220,,,BuySell,220,,,DrawDown,220,0.0765566246033589,2.783353144350467,Value,220,10206.930178000002,TimeReturn,220,-0.0007655662460336332
221,,221,2021-11-08 00:00:00,1149.790039,1197.0,1133.0,1162.939941,33445700.0,0.0,MyStrategy,221,738102.0,Broker,221,8984.840212000003,10147.780153000003,Trades - Net Profit/Loss,221,,,BuySell,221,,,DrawDown,221,0.6556214433752283,2.783353144350467,Value,221,10147.780153000003,TimeReturn,221,-0.005795084708964837
222,,222,2021-11-09 00:00:00,1173.599976,1174.5,1011.52002,1023.5,59105800.0,0.0,MyStrategy,222,738103.0,Broker,222,8984.840212000003,10008.340212000003,Trades - Net Profit/Loss,222,,,BuySell,222,,,DrawDown,222,2.020705636741619,2.783353144350467,Value,222,10008.340212000003,TimeReturn,222,-0.013740930420016784
223,,223,2021-11-10 00:00:00,1010.409973,1078.099976,987.309998,1067.949951,42802700.0,0.0,MyStrategy,223,738104.0,Broker,223,8984.840212000003,10052.790163000003,Trades - Net Profit/Loss,223,,,BuySell,223,,,DrawDown,223,1.5855510815198044,2.783353144350467,Value,223,10052.790163000003,TimeReturn,223,0.004441290969176448
224,,224,2021-11-11 00:00:00,1102.77002,1104.969971,1054.680054,1063.51001,22396600.0,0.0,MyStrategy,224,738105.0,Broker,224,11190.380252000003,10126.870242000003,Trades - Net Profit/Loss,224,292.30004899999994,,BuySell,224,,1102.77002,DrawDown,224,0.8603245491431717,2.783353144350467,Value,224,10126.870242000003,TimeReturn,224,0.007369106267895331
225,,225,2021-11-12 00:00:00,1047.5,1054.5,1019.200012,1033.420044,25182300.0,0.0,MyStrategy,225,738106.0,Broker,225,11190.380252000003,10156.960208000002,Trades - Net Profit/Loss,225,,,BuySell,225,,,DrawDown,225,0.5657508662302441,2.783353144350467,Value,225,10156.960208000002,TimeReturn,225,0.002971299649441983
226,,226,2021-11-15 00:00:00,1017.630005,1031.97998,978.599976,1013.390015,34775600.0,0.0,MyStrategy,226,738109.0,Broker,226,11190.380252000003,10176.990237000002,Trades - Net Profit/Loss,226,,,BuySell,226,,,DrawDown,226,0.36966159808741184,2.783353144350467,Value,226,10176.990237000002,TimeReturn,226,0.001972049568947032
227,,227,2021-11-16 00:00:00,1003.309998,1057.199951,1002.179993,1054.72998,26542400.0,0.0,MyStrategy,227,738110.0,Broker,227,11190.380252000003,10135.650272000003,Trades - Net Profit/Loss,227,,,BuySell,227,,,DrawDown,227,0.774370122568346,2.783353144350467,Value,227,10135.650272000003,TimeReturn,227,-0.004062101273292096
228,,228,2021-11-17 00:00:00,1063.51001,1119.640015,1055.5,1089.01001,31445400.0,0.0,MyStrategy,228,738111.0,Broker,228,11190.380252000003,10101.370242000003,Trades - Net Profit/Loss,228,,,BuySell,228,,,DrawDown,228,1.109963545554127,2.783353144350467,Value,228,10101.370242000003,TimeReturn,228,-0.003382124390647112
229,,229,2021-11-18 00:00:00,1106.550049,1112.0,1075.02002,1096.380005,20898900.0,0.0,MyStrategy,229,738112.0,Broker,229,8977.280154000004,10073.660159000003,Trades - Net Profit/Loss,229,,-3.780029000000013,BuySell,229,1106.550049,,DrawDown,229,1.3812387342044903,2.783353144350467,Value,229,10073.660159000003,TimeReturn,229,-0.002743200411047697
230,,230,2021-11-19 00:00:00,1098.869995,1138.719971,1092.699951,1137.060059,21642300.0,0.0,MyStrategy,230,738113.0,Broker,230,8977.280154000004,10114.340213000003,Trades - Net Profit/Loss,230,,,BuySell,230,,,DrawDown,230,0.9829905830474877,2.783353144350467,Value,230,10114.340213000003,TimeReturn,230,0.004038259516195408
231,,231,2021-11-22 00:00:00,1162.329956,1201.949951,1132.430054,1156.869995,33072500.0,0.0,MyStrategy,231,738116.0,Broker,231,8977.280154000004,10134.150149000005,Trades - Net Profit/Loss,231,,,BuySell,231,,,DrawDown,231,0.7890559735570711,2.783353144350467,Value,231,10134.150149000005,TimeReturn,231,0.001958598938024636
232,,232,2021-11-23 00:00:00,1167.51001,1180.5,1062.699951,1109.030029,36171700.0,0.0,MyStrategy,232,738117.0,Broker,232,8977.280154000004,10086.310183000003,Trades - Net Profit/Loss,232,,,BuySell,232,,,DrawDown,232,1.2573979775011719,2.783353144350467,Value,232,10086.310183000003,TimeReturn,232,-0.00472066875826993
233,,233,2021-11-24 00:00:00,1080.390015,1132.77002,1062.0,1116.0,22560200.0,0.0,MyStrategy,233,738118.0,Broker,233,8977.280154000004,10093.280154000004,Trades - Net Profit/Loss,233,,,BuySell,233,,,DrawDown,233,1.1891636023853454,2.783353144350467,Value,233,10093.280154000004,TimeReturn,233,0.000691032783400658
234,,234,2021-11-26 00:00:00,1099.469971,1108.780029,1081.0,1081.920044,11680900.0,0.0,MyStrategy,234,738120.0,Broker,234,8977.280154000004,10059.200198000004,Trades - Net Profit/Loss,234,,,BuySell,234,,,DrawDown,234,1.5227983480155185,2.783353144350467,Value,234,10059.200198000004,TimeReturn,234,-0.0033764995601052172
235,,235,2021-11-29 00:00:00,1100.98999,1142.670044,1100.189941,1136.98999,19464500.0,0.0,MyStrategy,235,738123.0,Broker,235,8977.280154000004,10114.270144000004,Trades - Net Profit/Loss,235,,,BuySell,235,,,DrawDown,235,0.9836765420607965,2.783353144350467,Value,235,10114.270144000004,TimeReturn,235,0.005474584948706784
236,,236,2021-11-30 00:00:00,1144.369995,1168.0,1118.0,1144.76001,27092000.0,0.0,MyStrategy,236,738124.0,Broker,236,8977.280154000004,10122.040164000004,Trades - Net Profit/Loss,236,,,BuySell,236,,,DrawDown,236,0.907609875594403,2.783353144350467,Value,236,10122.040164000004,TimeReturn,236,0.0007682234990142867
237,,237,2021-12-01 00:00:00,1160.699951,1172.839966,1090.76001,1095.0,22816800.0,0.0,MyStrategy,237,738125.0,Broker,237,8977.280154000004,10072.280154000004,Trades - Net Profit/Loss,237,,,BuySell,237,,,DrawDown,237,1.394748658253191,2.783353144350467,Value,237,10072.280154000004,TimeReturn,237,-0.004916005982368632
238,,238,2021-12-02 00:00:00,1099.060059,1113.0,1056.650024,1084.599976,24371600.0,0.0,MyStrategy,238,738126.0,Broker,238,8977.280154000004,10061.880130000003,Trades - Net Profit/Loss,238,,,BuySell,238,,,DrawDown,238,1.4965624446849546,2.783353144350467,Value,238,10061.880130000003,TimeReturn,238,-0.001032539190827686
239,,239,2021-12-03 00:00:00,1084.790039,1090.579956,1000.210022,1014.969971,30696300.0,0.0,MyStrategy,239,738127.0,Broker,239,8977.280154000004,9992.250125000004,Trades - Net Profit/Loss,239,,,BuySell,239,,,DrawDown,239,2.178223800304153,2.783353144350467,Value,239,9992.250125000004,TimeReturn,239,-0.006920178346429884
240,,240,2021-12-06 00:00:00,1001.51001,1021.640015,950.5,1009.01001,27221000.0,0.0,MyStrategy,240,738130.0,Broker,240,8977.280154000004,9986.290164000004,Trades - Net Profit/Loss,240,,,BuySell,240,,,DrawDown,240,2.2365704153115478,2.783353144350467,Value,240,9986.290164000004,TimeReturn,240,-0.0005964583477637841
241,,241,2021-12-07 00:00:00,1044.199951,1057.670044,1026.810059,1051.75,18694900.0,0.0,MyStrategy,241,738131.0,Broker,241,8977.280154000004,10029.030154000004,Trades - Net Profit/Loss,241,,,BuySell,241,,,DrawDown,241,1.8181559756953014,2.783353144350467,Value,241,10029.030154000004,TimeReturn,241,0.004279866626955675
242,,242,2021-12-08 00:00:00,1052.709961,1072.380005,1033.0,1068.959961,13968800.0,0.0,MyStrategy,242,738132.0,Broker,242,11082.700076000005,10013.740115000004,Trades - Net Profit/Loss,242,,-53.84008799999992,BuySell,242,,1052.709961,DrawDown,242,1.9678418576970367,2.783353144350467,Value,242,10013.740115000004,TimeReturn,242,-0.0015245780265105147
243,,243,2021-12-09 00:00:00,1060.640015,1062.48999,1002.359985,1003.799988,19812800.0,0.0,MyStrategy,243,738133.0,Broker,243,11082.700076000005,10078.900088000004,Trades - Net Profit/Loss,243,,,BuySell,243,,,DrawDown,243,1.3299410629564525,2.783353144350467,Value,243,10078.900088000004,TimeReturn,243,0.006507056529497346
244,,244,2021-12-10 00:00:00,1008.75,1020.97998,982.530029,1017.030029,19855000.0,0.0,MyStrategy,244,738134.0,Broker,244,11082.700076000005,10065.670047000005,Trades - Net Profit/Loss,244,,,BuySell,244,,,DrawDown,244,1.4594600495335315,2.783353144350467,Value,244,10065.670047000005,TimeReturn,244,-0.0013126473012418094
245,,245,2021-12-13 00:00:00,1001.090027,1005.0,951.419983,966.409973,26198500.0,0.0,MyStrategy,245,738137.0,Broker,245,11082.700076000005,10116.290103000005,Trades - Net Profit/Loss,245,,,BuySell,245,,,DrawDown,245,0.9639016190195591,2.783353144350467,Value,245,10116.290103000005,TimeReturn,245,0.005028980262976823
246,,246,2021-12-14 00:00:00,945.0,966.409973,930.0,958.51001,23602100.0,0.0,MyStrategy,246,738138.0,Broker,246,11082.700076000005,10124.190066000005,Trades - Net Profit/Loss,246,,,BuySell,246,,,DrawDown,246,0.886562841176279,2.783353144350467,Value,246,10124.190066000005,TimeReturn,246,0.0007809150310602586
